Policy_ID,Latitude,Longitude,Line_of_Business,Construction_Type,Replacement_Cost_Value,HAZ_CLASS
POL-01503,35.87553761050194,-120.81475594877604,Commercial,Masonry,487771,Low_or_Unzoned
POL-01504,38.902944977384436,-120.25113571269023,Residential,Wood Frame,293853,Low_or_Unzoned
POL-01505,40.18572458277092,-123.85722508949249,Residential,Wood Frame,913651,Low_or_Unzoned
POL-01506,33.895758274045825,-118.29538102531411,Residential,Wood Frame,188977,Low_or_Unzoned
POL-01507,40.71425975765233,-122.74828809802224,Residential,Masonry,1735932,Low_or_Unzoned
POL-01508,33.285999938372804,-116.31491734084871,Residential,Masonry,449039,Low_or_Unzoned
POL-01509,37.1031109532601,-121.8478469298104,Residential,Steel Frame,657646,Low_or_Unzoned
POL-01510,35.37298535714609,-115.78874004379425,Commercial,Masonry,844792,Low_or_Unzoned
POL-01511,37.302333223703705,-119.61902480146065,Residential,Wood Frame,866788,High
POL-01512,33.86874846712539,-117.87881867826029,Residential,Wood Frame,175047,Low_or_Unzoned
POL-01513,38.42798561252533,-119.77921148691875,Residential,Steel Frame,1044730,Low_or_Unzoned
POL-01514,37.13442602616812,-119.1670771319645,Residential,Wood Frame,688673,Low_or_Unzoned
POL-01515,35.411402946406795,-116.77703258916739,Residential,Masonry,325068,Low_or_Unzoned
POL-01516,36.47676911172413,-116.933528948031,Commercial,Masonry,296637,Low_or_Unzoned
POL-01517,36.855098529248664,-119.2467958582776,Commercial,Masonry,413642,Low_or_Unzoned
POL-01518,40.690928249752794,-124.10417740056195,Residential,Wood Frame,191186,Low_or_Unzoned
POL-01519,35.48181721886347,-120.64471893020226,Commercial,Wood Frame,2143207,Low_or_Unzoned
POL-01520,37.611215700957075,-118.80585025597867,Residential,Masonry,1774308,Low_or_Unzoned
POL-01521,40.4810267451724,-122.94494161441516,Residential,Masonry,775575,Low_or_Unzoned
POL-01522,40.95043345491575,-124.41227560619255,Residential,Masonry,451929,Low_or_Unzoned
POL-01523,34.354081913577176,-118.4016332865385,Residential,Wood Frame,461535,Very High
POL-01524,40.463189000277104,-120.35941796331802,Commercial,Wood Frame,990982,Low_or_Unzoned
POL-01525,40.66804941071064,-123.23832778327596,Residential,Masonry,2205051,Low_or_Unzoned
POL-01526,36.364645609041375,-118.8871772800616,Residential,Masonry,342382,Low_or_Unzoned
POL-01527,35.61821450394422,-117.4111361986336,Commercial,Masonry,221002,Low_or_Unzoned
POL-01528,36.81290415639714,-120.11679301908714,Commercial,Wood Frame,1863771,High
POL-01529,41.53872584379937,-122.48382936483654,Commercial,Steel Frame,129351,Low_or_Unzoned
POL-01530,34.1671704601229,-115.6800186559386,Residential,Wood Frame,241150,Low_or_Unzoned
POL-01531,38.78583896647729,-121.5487242028263,Residential,Masonry,443526,Low_or_Unzoned
POL-01532,33.84162366204492,-117.48579574861812,Residential,Wood Frame,155073,Low_or_Unzoned
POL-01533,37.92333545997502,-122.64483570114879,Residential,Wood Frame,1315489,Low_or_Unzoned
POL-01534,34.260068376141575,-118.40760041190902,Commercial,Masonry,1072522,Very High
POL-01535,34.23695890875376,-117.46233325153423,Commercial,Wood Frame,341179,Low_or_Unzoned
POL-01536,40.34425403982634,-122.52701231761662,Commercial,Wood Frame,1504078,Low_or_Unzoned
POL-01537,35.21422189277846,-117.93964831345339,Residential,Wood Frame,1722752,Low_or_Unzoned
POL-01538,41.30767592771227,-120.96727130591614,Commercial,Masonry,493591,Low_or_Unzoned
POL-01539,41.71430199077931,-122.2823132848265,Commercial,Wood Frame,376798,Low_or_Unzoned
POL-01540,37.92697446440243,-121.21158846761183,Residential,Wood Frame,3294225,Low_or_Unzoned
POL-01541,40.078456501808034,-120.32953769367015,Residential,Steel Frame,962153,Low_or_Unzoned
POL-01542,37.78945665381779,-121.1343702485318,Commercial,Wood Frame,663351,Low_or_Unzoned
POL-01543,34.594790502638645,-118.558437727624,Residential,Wood Frame,1608538,Very High
POL-01544,34.871855051032185,-119.10893778017889,Commercial,Wood Frame,688000,Low_or_Unzoned
POL-01545,35.000849791921105,-117.66863150585291,Residential,Steel Frame,360592,Low_or_Unzoned
POL-01546,32.50620721223235,-115.15828216799751,Commercial,Wood Frame,576152,Low_or_Unzoned
POL-01547,33.94446139053267,-118.16616757559139,Commercial,Masonry,1240373,Low_or_Unzoned
POL-01548,36.854074148581965,-121.08139810855037,Residential,Wood Frame,109781,Low_or_Unzoned
POL-01549,33.39087699944166,-117.49281278797085,Commercial,Masonry,429155,Low_or_Unzoned
POL-01550,41.24702667825504,-121.07046998964591,Residential,Masonry,1633843,Low_or_Unzoned
POL-01551,34.76239320982411,-119.77474548495807,Residential,Wood Frame,358794,Low_or_Unzoned
POL-01552,41.13012824285406,-121.00675311322696,Residential,Wood Frame,1861488,Low_or_Unzoned
POL-01553,36.946656015225756,-119.89786461565176,Residential,Masonry,1675789,High
POL-01554,36.92984442292828,-121.74172024625994,Commercial,Wood Frame,512766,Low_or_Unzoned
POL-01555,39.72546860332518,-122.7704636570987,Commercial,Steel Frame,342891,Low_or_Unzoned
POL-01556,33.967675938046796,-117.26399475170645,Residential,Wood Frame,429386,Low_or_Unzoned
POL-01557,37.12902086395048,-119.0970032791881,Residential,Masonry,4554797,Low_or_Unzoned
POL-01558,38.170651560193235,-121.14431102427002,Residential,Wood Frame,2420632,Low_or_Unzoned
POL-01559,39.80976449377945,-123.74159184313898,Residential,Masonry,597382,Low_or_Unzoned
POL-01560,40.36175399660345,-123.7309211568724,Commercial,Wood Frame,332194,Low_or_Unzoned
POL-01561,34.12172945146856,-115.97066800650175,Residential,Wood Frame,593405,Low_or_Unzoned
POL-01562,32.789405019935124,-116.5997030512739,Residential,Wood Frame,656751,Low_or_Unzoned
POL-01563,34.442259538410596,-116.5902142152678,Residential,Wood Frame,199848,Low_or_Unzoned
POL-01564,35.733909783085466,-116.9785838935017,Residential,Wood Frame,576097,Low_or_Unzoned
POL-01565,38.343726835141396,-119.49158488852916,Commercial,Wood Frame,1556458,Low_or_Unzoned
POL-01566,37.26211862394443,-117.97462356210376,Residential,Masonry,128093,Low_or_Unzoned
POL-01567,32.97730859331833,-116.33228409186279,Residential,Wood Frame,1046819,Low_or_Unzoned
POL-01568,37.73601963820553,-120.74611005151401,Commercial,Masonry,1623083,High
POL-01569,36.66269682585927,-121.58701928458972,Commercial,Wood Frame,345087,Low_or_Unzoned
POL-01570,34.02645605476253,-117.22558741438596,Commercial,Wood Frame,2095579,Low_or_Unzoned
POL-01571,32.73723079011197,-115.3548402014433,Commercial,Wood Frame,311056,Low_or_Unzoned
POL-01572,36.7658682953362,-120.9054921341596,Commercial,Steel Frame,769015,High
POL-01573,34.75604628914645,-116.41739077245136,Residential,Masonry,422769,Low_or_Unzoned
POL-01574,35.16997262658545,-118.43229064487045,Residential,Wood Frame,422693,Low_or_Unzoned
POL-01575,34.148212478372706,-116.63218877100444,Residential,Masonry,329773,Low_or_Unzoned
POL-01576,40.11373487411806,-123.72758478073446,Commercial,Wood Frame,944924,Low_or_Unzoned
POL-01577,34.750866586613164,-119.43455218325535,Residential,Wood Frame,1065595,Low_or_Unzoned
POL-01578,38.93523473394429,-123.51659674762152,Residential,Wood Frame,513221,Low_or_Unzoned
POL-01579,36.17956392076548,-121.22711512432548,Residential,Wood Frame,182047,Low_or_Unzoned
POL-01580,32.6819771127369,-115.70266550049206,Commercial,Wood Frame,746041,Low_or_Unzoned
POL-01581,40.355156329241154,-123.74024879371608,Residential,Masonry,757373,Low_or_Unzoned
POL-01582,39.86481849243202,-121.80505225609289,Residential,Wood Frame,454352,Low_or_Unzoned
POL-01583,34.72704320010939,-118.27366014856732,Residential,Masonry,2406743,Very High
POL-01584,32.78598678600753,-117.37971373386522,Commercial,Wood Frame,154640,Low_or_Unzoned
POL-01585,41.63417708345406,-120.14848696909611,Residential,Wood Frame,91690,Low_or_Unzoned
POL-01586,41.36544833371341,-120.88821381867811,Residential,Masonry,301140,Low_or_Unzoned
POL-01587,35.51672215244709,-117.73044023749091,Residential,Masonry,953924,Low_or_Unzoned
POL-01588,40.55703773264848,-120.76945874619716,Residential,Steel Frame,232193,Low_or_Unzoned
POL-01589,41.498033897552354,-123.983811293872,Residential,Wood Frame,246526,Low_or_Unzoned
POL-01590,40.90612361811204,-124.17390280163086,Residential,Masonry,1156393,Low_or_Unzoned
POL-01591,35.13591445738707,-116.49865642908996,Residential,Masonry,782335,Low_or_Unzoned
POL-01592,35.175352400003504,-118.85751850033952,Commercial,Wood Frame,730619,Low_or_Unzoned
POL-01593,39.302474745800374,-120.64910319752762,Residential,Wood Frame,1009679,Low_or_Unzoned
POL-01594,39.20933854427499,-122.01076089267113,Residential,Wood Frame,384556,Low_or_Unzoned
POL-01595,38.415550639023074,-119.80363383435022,Commercial,Wood Frame,399038,Low_or_Unzoned
POL-01596,41.90603403782522,-123.74004787146171,Commercial,Wood Frame,1032840,Low_or_Unzoned
POL-01597,33.249924327992275,-114.81576835742236,Residential,Steel Frame,184257,Low_or_Unzoned
POL-01598,36.706582297165504,-120.02812187211484,Residential,Wood Frame,97326,High
POL-01599,35.762173670687616,-118.68238697366779,Commercial,Masonry,382075,Low_or_Unzoned
POL-01600,41.38710287851121,-124.44383561871066,Commercial,Masonry,1137904,Low_or_Unzoned
POL-01601,34.26446418404927,-116.64349253510055,Residential,Wood Frame,662945,Low_or_Unzoned
POL-01602,41.32199034009624,-123.03293404672098,Residential,Wood Frame,1072854,Low_or_Unzoned
POL-01603,34.04651439745918,-114.69637148560417,Residential,Wood Frame,107684,Low_or_Unzoned
POL-01604,33.929486574556975,-118.96170713092181,Residential,Masonry,695507,Low_or_Unzoned
POL-01605,41.69672562378197,-123.01817575785712,Residential,Steel Frame,911723,Low_or_Unzoned
POL-01606,36.97412239812997,-117.8445769032791,Residential,Wood Frame,183388,Low_or_Unzoned
POL-01607,39.636182801063406,-122.30915491183647,Residential,Masonry,1076952,Low_or_Unzoned
POL-01608,40.26537454940804,-122.77871692999138,Residential,Wood Frame,494244,Low_or_Unzoned
POL-01609,34.518249133356996,-118.20597930870997,Residential,Masonry,6306360,Very High
POL-01610,38.8034741421778,-122.70162918800449,Residential,Wood Frame,94675,Low_or_Unzoned
POL-01611,36.32285946334346,-121.32227642331344,Residential,Wood Frame,1615720,Low_or_Unzoned
POL-01612,41.00784705725247,-122.83802796765657,Residential,Wood Frame,394223,Low_or_Unzoned
POL-01613,39.06503022102299,-120.03375678916517,Commercial,Wood Frame,148194,Low_or_Unzoned
POL-01614,34.310793414207275,-116.64205988100409,Residential,Wood Frame,354490,Low_or_Unzoned
POL-01615,40.39401712502315,-122.43736619016074,Commercial,Masonry,674672,Low_or_Unzoned
POL-01616,33.638965387990766,-118.0546175774189,Residential,Wood Frame,1239195,Low_or_Unzoned
POL-01617,39.4817955502515,-123.57896476194037,Residential,Masonry,2142687,Low_or_Unzoned
POL-01618,37.5488216847984,-120.38886045418289,Residential,Wood Frame,1685401,High
POL-01619,35.23548075542193,-117.01012184023664,Commercial,Masonry,249619,Low_or_Unzoned
POL-01620,35.34944966288172,-117.94064297123062,Residential,Masonry,1334586,Low_or_Unzoned
POL-01621,38.162778574763905,-121.53332093154434,Residential,Masonry,738981,Low_or_Unzoned
POL-01622,36.62151726712482,-120.53073803093878,Residential,Wood Frame,320077,High
POL-01623,33.60753920827912,-116.9502603854472,Commercial,Wood Frame,456101,Low_or_Unzoned
POL-01624,37.69360897968524,-119.20916763369164,Commercial,Masonry,306240,Low_or_Unzoned
POL-01625,39.46350101861492,-121.0933985993318,Residential,Wood Frame,556639,Low_or_Unzoned
POL-01626,38.757282871927785,-120.9907389587688,Residential,Wood Frame,301424,Low_or_Unzoned
POL-01627,41.34977168594007,-124.22970469765423,Residential,Wood Frame,237424,Low_or_Unzoned
POL-01628,40.29931966434184,-120.91899733527845,Residential,Masonry,792775,Low_or_Unzoned
POL-01629,36.29542845357588,-119.71723220019818,Residential,Masonry,893574,Low_or_Unzoned
POL-01630,32.60270529453437,-115.26835445535349,Commercial,Masonry,465060,Low_or_Unzoned
POL-01631,40.35223520481891,-124.36339275902834,Commercial,Wood Frame,1613830,Low_or_Unzoned
POL-01632,37.98014512076065,-120.90968781746537,Residential,Wood Frame,438737,High
POL-01633,34.53961093090188,-118.73620849275696,Residential,Steel Frame,424123,Very High
POL-01634,38.15105010526814,-119.99668197082279,Residential,Wood Frame,916567,Low_or_Unzoned
POL-01635,32.80821273744828,-116.86512243273977,Residential,Wood Frame,486046,Low_or_Unzoned
POL-01636,37.895755824502764,-121.73352882021459,Residential,Wood Frame,578294,Low_or_Unzoned
POL-01637,41.4139994221875,-123.20795270230158,Residential,Wood Frame,71944,Low_or_Unzoned
POL-01638,41.8438884618798,-121.1902242575385,Residential,Wood Frame,547635,Low_or_Unzoned
POL-01639,41.712374511580784,-123.37659175766646,Residential,Wood Frame,125272,Low_or_Unzoned
POL-01640,39.07410693149322,-122.15755480632376,Commercial,Wood Frame,203463,Low_or_Unzoned
POL-01641,38.33271791008971,-119.96916474159976,Residential,Wood Frame,185672,Low_or_Unzoned
POL-01642,37.98750166627202,-119.08256827548306,Residential,Masonry,234669,Low_or_Unzoned
POL-01643,37.03482878216281,-118.54853589739011,Residential,Wood Frame,348333,Low_or_Unzoned
POL-01644,35.832781538682646,-120.77854808413244,Residential,Wood Frame,366152,Low_or_Unzoned
POL-01645,35.9443180673114,-120.49795773863528,Commercial,Masonry,919348,Low_or_Unzoned
POL-01646,40.15428799384807,-120.17555102698279,Commercial,Steel Frame,645583,Low_or_Unzoned
POL-01647,35.61770508657732,-116.86041711758308,Residential,Wood Frame,118082,Low_or_Unzoned
POL-01648,34.486064050215035,-119.7577905470522,Commercial,Masonry,577599,Low_or_Unzoned
POL-01649,33.30453924781541,-115.50433556168808,Residential,Wood Frame,697044,Low_or_Unzoned
POL-01650,37.080254939738495,-120.9725653895212,Commercial,Wood Frame,415462,High
POL-01651,40.179854519490064,-120.15860944954332,Residential,Wood Frame,514675,Low_or_Unzoned
POL-01652,40.32442430211525,-122.33487148303132,Residential,Wood Frame,629227,Low_or_Unzoned
POL-01653,35.381215963068186,-119.71556137369254,Residential,Masonry,996176,Low_or_Unzoned
POL-01654,33.62711577454501,-117.23542896431114,Commercial,Wood Frame,153291,Low_or_Unzoned
POL-01655,41.37061951851396,-120.47777161787168,Residential,Wood Frame,444429,Low_or_Unzoned
POL-01656,37.54993545052395,-118.53264891368178,Commercial,Masonry,1806079,Low_or_Unzoned
POL-01657,36.373606997525954,-119.62076058132577,Residential,Wood Frame,1678362,Low_or_Unzoned
POL-01658,34.031578713763665,-115.88227367143483,Commercial,Masonry,1067414,Low_or_Unzoned
POL-01659,37.840793705112986,-119.31287745870729,Residential,Masonry,830231,Low_or_Unzoned
POL-01660,39.29015612621748,-123.25615209650795,Commercial,Wood Frame,2030327,Low_or_Unzoned
POL-01661,36.46783646026145,-121.31619475945479,Residential,Steel Frame,2506200,Low_or_Unzoned
POL-01662,33.605405609062714,-117.17110004927318,Residential,Wood Frame,487349,Low_or_Unzoned
POL-01663,41.41558050303447,-121.39459523648654,Commercial,Wood Frame,248812,Low_or_Unzoned
POL-01664,35.869328947358284,-120.18951076431,Commercial,Wood Frame,435289,Low_or_Unzoned
POL-01665,37.73130210468809,-122.07083851139842,Residential,Masonry,6435604,Low_or_Unzoned
POL-01666,40.41961809951414,-122.43477013857226,Residential,Masonry,153970,Low_or_Unzoned
POL-01667,40.2393745447449,-123.91900993478487,Residential,Wood Frame,370855,Low_or_Unzoned
POL-01668,38.312394690980604,-122.41962721085244,Residential,Wood Frame,174529,Low_or_Unzoned
POL-01669,34.92569555075082,-117.91378679332223,Residential,Wood Frame,597082,Very High
POL-01670,38.9203177884887,-120.86880001174926,Residential,Masonry,206456,Low_or_Unzoned
POL-01671,38.752518330826945,-120.7426678342639,Residential,Masonry,495339,Low_or_Unzoned
POL-01672,33.98972070050965,-114.62811173534297,Commercial,Masonry,113541,Low_or_Unzoned
POL-01673,36.48223732107015,-118.79224646343144,Commercial,Masonry,885667,Low_or_Unzoned
POL-01674,34.097934729781926,-117.63533180896036,Residential,Wood Frame,1436724,Very High
POL-01675,40.8536370489455,-120.4359748746837,Residential,Wood Frame,397458,Low_or_Unzoned
POL-01676,34.59423704033148,-115.1779147764739,Residential,Wood Frame,484996,Low_or_Unzoned
POL-01677,40.91872683522878,-123.4010633439671,Residential,Masonry,474147,Low_or_Unzoned
POL-01678,41.20599517305463,-122.29450295843327,Residential,Wood Frame,624513,Low_or_Unzoned
POL-01679,38.53643639018814,-120.36212169064467,Residential,Wood Frame,524113,Low_or_Unzoned
POL-01680,38.48329621712972,-121.17567443431217,Residential,Steel Frame,998983,Low_or_Unzoned
POL-01681,36.33050101524631,-120.29836963491331,Residential,Masonry,1449068,Low_or_Unzoned
POL-01682,39.64777988188599,-122.91979727023785,Commercial,Wood Frame,281740,Low_or_Unzoned
POL-01683,37.54729317433385,-119.21251421876268,Commercial,Masonry,421905,Low_or_Unzoned
POL-01684,36.57035008656356,-119.86389289102158,Residential,Steel Frame,1111582,High
POL-01685,33.89114443772675,-117.08638979630068,Residential,Wood Frame,173280,Low_or_Unzoned
POL-01686,37.63281705200792,-121.79419569401361,Commercial,Wood Frame,111683,Low_or_Unzoned
POL-01687,36.59736621023964,-118.44128578224914,Residential,Wood Frame,647615,Low_or_Unzoned
POL-01688,41.193076958913615,-121.67424259730089,Commercial,Wood Frame,803776,Low_or_Unzoned
POL-01689,34.88610804170981,-116.06710256616941,Commercial,Masonry,303203,Low_or_Unzoned
POL-01690,40.52001709021836,-124.03647159808172,Commercial,Wood Frame,340128,Low_or_Unzoned
POL-01691,35.4304486741501,-116.14128048333215,Residential,Wood Frame,294150,Low_or_Unzoned
POL-01692,37.943900905880646,-120.35485917389732,Residential,Wood Frame,270076,High
POL-01693,35.58950636462401,-119.3317300754816,Commercial,Wood Frame,941092,Low_or_Unzoned
POL-01694,32.873059435295694,-115.25316893662193,Residential,Wood Frame,210155,Low_or_Unzoned
POL-01695,35.08398675077138,-120.16443250931326,Residential,Masonry,436953,Low_or_Unzoned
POL-01696,41.79437047704014,-123.98235354470371,Residential,Wood Frame,261903,Low_or_Unzoned
POL-01697,41.674598493287604,-124.47535152439174,Residential,Masonry,168681,Low_or_Unzoned
POL-01698,38.875384992316775,-123.30549943255222,Commercial,Masonry,1083971,Low_or_Unzoned
POL-01699,40.1515854089368,-120.18491361562302,Residential,Wood Frame,356517,Low_or_Unzoned
POL-01700,36.302016620571884,-117.02324408139673,Commercial,Masonry,628286,Low_or_Unzoned
POL-01701,39.94133083808245,-122.62626792196707,Commercial,Masonry,161706,Low_or_Unzoned
POL-01702,34.221241150975786,-116.42286912796334,Residential,Wood Frame,298477,Low_or_Unzoned
POL-01703,36.46333747636348,-119.14755079754084,Residential,Wood Frame,989416,Low_or_Unzoned
POL-01704,34.02214320927681,-118.35476080714662,Commercial,Masonry,4281513,Very High
POL-01705,36.4723754875466,-119.50872978935088,Residential,Steel Frame,111193,Low_or_Unzoned
POL-01706,39.69418829361726,-120.6830981976227,Commercial,Wood Frame,460060,Low_or_Unzoned
POL-01707,33.299212791464136,-115.03677831813609,Commercial,Wood Frame,751498,Low_or_Unzoned
POL-01708,34.04868158124142,-114.71491630772671,Residential,Wood Frame,330089,Low_or_Unzoned
POL-01709,32.72522365962293,-114.52278233841298,Commercial,Wood Frame,1066206,Low_or_Unzoned
POL-01710,40.431998454096835,-123.83574194588292,Residential,Wood Frame,270117,Low_or_Unzoned
POL-01711,34.699014530770334,-115.11537102849958,Residential,Wood Frame,611138,Low_or_Unzoned
POL-01712,36.232503534485204,-121.1932011116812,Commercial,Wood Frame,355877,Low_or_Unzoned
POL-01713,38.04089772696929,-119.58115701058558,Commercial,Wood Frame,1433378,Low_or_Unzoned
POL-01714,39.98003360241809,-124.17480866406365,Residential,Wood Frame,314553,Low_or_Unzoned
POL-01715,38.089346099339956,-120.08647841344727,Residential,Wood Frame,407787,Low_or_Unzoned
POL-01716,35.079174024155755,-119.07939785639937,Residential,Wood Frame,1151471,Low_or_Unzoned
POL-01717,41.09031126837187,-122.88563222291936,Residential,Wood Frame,237415,Low_or_Unzoned
POL-01718,32.98044448633017,-116.8170946364069,Residential,Masonry,570917,Low_or_Unzoned
POL-01719,36.54815176054619,-117.05360261015875,Residential,Steel Frame,125740,Low_or_Unzoned
POL-01720,40.40745362677945,-122.39643187848736,Residential,Wood Frame,226308,Low_or_Unzoned
POL-01721,40.15366365095175,-122.28442973707098,Commercial,Wood Frame,733589,Low_or_Unzoned
POL-01722,34.6310263091085,-117.27292351651383,Residential,Wood Frame,244615,Low_or_Unzoned
POL-01723,33.40592875209354,-116.26849855997267,Residential,Wood Frame,349528,Low_or_Unzoned
POL-01724,36.77555707454914,-119.74075138847847,Commercial,Wood Frame,801683,High
POL-01725,35.705815650160176,-116.18200564810992,Commercial,Wood Frame,339983,Low_or_Unzoned
POL-01726,33.29348668946018,-117.62485461151527,Commercial,Masonry,1043690,Low_or_Unzoned
POL-01727,39.64844920707169,-121.62287630595175,Residential,Wood Frame,642119,Low_or_Unzoned
POL-01728,36.70001682945734,-121.63182398611558,Residential,Wood Frame,765700,Low_or_Unzoned
POL-01729,36.24843699552977,-119.71904812700967,Residential,Masonry,1458286,Low_or_Unzoned
POL-01730,39.02918854192471,-123.65965801745766,Residential,Masonry,697919,Low_or_Unzoned
POL-01731,37.900485920489785,-118.9487985363724,Residential,Wood Frame,1850706,Low_or_Unzoned
POL-01732,34.94497185481552,-115.3669701589538,Residential,Wood Frame,1120191,Low_or_Unzoned
POL-01733,36.75762304670253,-121.04406459166115,Residential,Wood Frame,355484,Low_or_Unzoned
POL-01734,34.60175928816349,-115.60008057073568,Residential,Wood Frame,1520452,Low_or_Unzoned
POL-01735,38.93220027025526,-122.28785582806059,Residential,Wood Frame,667365,Low_or_Unzoned
POL-01736,40.99386800794953,-123.75644563544947,Residential,Wood Frame,394059,Low_or_Unzoned
POL-01737,37.229757214886035,-120.29769949684248,Residential,Wood Frame,675162,High
POL-01738,34.68580267264601,-119.88532861801643,Residential,Masonry,1315676,Low_or_Unzoned
POL-01739,34.662509090284225,-118.56568080964865,Residential,Masonry,777653,Very High
POL-01740,37.48214528564862,-119.79714087913314,Residential,Wood Frame,2321941,High
POL-01741,40.1579191056271,-121.25267677268201,Residential,Wood Frame,1288803,Low_or_Unzoned
POL-01742,35.8580360137196,-119.22481545764288,Residential,Wood Frame,821204,Low_or_Unzoned
POL-01743,38.600991551525624,-120.94386415320118,Residential,Wood Frame,237790,Low_or_Unzoned
POL-01744,34.833499953463736,-116.55137538865272,Commercial,Wood Frame,467995,Low_or_Unzoned
POL-01745,35.79145822724734,-118.64920002823453,Residential,Masonry,572250,Low_or_Unzoned
POL-01746,41.743930820384534,-122.32816909949261,Residential,Masonry,943456,Low_or_Unzoned
POL-01747,32.88929311137396,-115.63374107093331,Commercial,Masonry,899744,Low_or_Unzoned
POL-01748,39.22146678029141,-120.34174436382537,Residential,Masonry,618858,Low_or_Unzoned
POL-01749,36.27753236446115,-119.14632240878277,Residential,Steel Frame,594978,Low_or_Unzoned
POL-01750,35.69497091129708,-115.98638435269942,Residential,Masonry,961611,Low_or_Unzoned
POL-01751,34.727598064440116,-119.91068013104652,Commercial,Steel Frame,271884,Low_or_Unzoned
POL-01752,37.7423729685746,-118.57336066263495,Residential,Wood Frame,2097827,Low_or_Unzoned
POL-01753,34.942625787987595,-116.17356666037863,Residential,Wood Frame,105057,Low_or_Unzoned
POL-01754,34.11270573296779,-117.70854056633448,Residential,Wood Frame,1731203,Very High
POL-01755,37.07069407226003,-121.0203615411023,Residential,Steel Frame,521180,Low_or_Unzoned
POL-01756,37.921313500317495,-121.10804236150467,Residential,Wood Frame,1205088,Low_or_Unzoned
POL-01757,36.638097001120734,-119.63030372771031,Commercial,Wood Frame,722933,High
POL-01758,36.441045077865155,-120.14167964541811,Residential,Wood Frame,712708,Low_or_Unzoned
POL-01759,39.460872446426414,-122.93449537394994,Residential,Masonry,841889,Low_or_Unzoned
POL-01760,40.416077179340554,-120.25471947219253,Residential,Wood Frame,1032241,Low_or_Unzoned
POL-01761,34.87461032177521,-115.30904463230196,Residential,Masonry,415374,Low_or_Unzoned
POL-01762,38.290520842663604,-122.51175960935302,Commercial,Steel Frame,1236554,Low_or_Unzoned
POL-01763,35.480930361404425,-118.40040406841408,Residential,Masonry,226936,Low_or_Unzoned
POL-01764,33.84752177736136,-117.9313093735676,Residential,Wood Frame,538065,Low_or_Unzoned
POL-01765,38.77691023453694,-121.46639968405998,Residential,Wood Frame,1054709,Low_or_Unzoned
POL-01766,40.69541404798439,-121.63319764540347,Residential,Wood Frame,1197820,Low_or_Unzoned
POL-01767,41.100557369572854,-122.54163436870738,Residential,Wood Frame,781234,Low_or_Unzoned
POL-01768,34.314992752732486,-115.33312618397557,Commercial,Wood Frame,394465,Low_or_Unzoned
POL-01769,40.254164592696604,-120.22792687083735,Residential,Masonry,1107223,Low_or_Unzoned
POL-01770,41.88849009386028,-121.74925657507556,Commercial,Wood Frame,316319,Low_or_Unzoned
POL-01771,32.95044854333081,-116.1289844622606,Commercial,Masonry,2193759,Low_or_Unzoned
POL-01772,40.11112928130559,-121.33131815706909,Commercial,Steel Frame,504974,Low_or_Unzoned
POL-01773,34.386157159247915,-116.53121453954584,Residential,Wood Frame,157676,Low_or_Unzoned
POL-01774,37.200870337903496,-121.38065422628102,Residential,Steel Frame,207783,Low_or_Unzoned
POL-01775,39.55194733257038,-120.02119503046278,Commercial,Masonry,559564,Low_or_Unzoned
POL-01776,39.81891197715211,-122.54748882339422,Commercial,Wood Frame,604320,Low_or_Unzoned
POL-01777,35.399538036224165,-116.91099865518318,Commercial,Wood Frame,2612257,Low_or_Unzoned
POL-01778,41.75055452936569,-121.6911254977844,Residential,Wood Frame,235437,Low_or_Unzoned
POL-01779,34.800742733140794,-116.07834312723656,Residential,Wood Frame,557696,Low_or_Unzoned
POL-01780,34.131244895250035,-116.21601558631704,Commercial,Masonry,231529,Low_or_Unzoned
POL-01781,38.474598876774344,-119.73454081530696,Residential,Wood Frame,364352,Low_or_Unzoned
POL-01782,33.62041741130522,-118.25283224791457,Residential,Masonry,2078542,Low_or_Unzoned
POL-01783,32.50230787712787,-114.806989178973,Residential,Wood Frame,217712,Low_or_Unzoned
POL-01784,34.71928580434425,-119.63312945623521,Residential,Wood Frame,864264,Low_or_Unzoned
POL-01785,38.28143013515275,-121.63842272507783,Residential,Wood Frame,739941,Low_or_Unzoned
POL-01786,41.72359475877376,-121.6211744961296,Residential,Wood Frame,530016,Low_or_Unzoned
POL-01787,38.97387581891313,-123.30247187409331,Residential,Wood Frame,818762,Low_or_Unzoned
POL-01788,35.23485528168102,-115.55151648775293,Residential,Wood Frame,213626,Low_or_Unzoned
POL-01789,33.64257414972177,-118.1856399166043,Residential,Masonry,2033070,Low_or_Unzoned
POL-01790,41.25016011984602,-124.34344222637452,Residential,Masonry,2520269,Low_or_Unzoned
POL-01791,37.57509389434685,-119.98973420303291,Commercial,Wood Frame,561116,High
POL-01792,36.32179944172503,-120.38720485713618,Residential,Wood Frame,3754572,Low_or_Unzoned
POL-01793,39.94125587816923,-122.88326931276032,Residential,Wood Frame,392690,Low_or_Unzoned
POL-01794,41.64645567581695,-120.5433941354463,Commercial,Wood Frame,744408,Low_or_Unzoned
POL-01795,33.703230792048345,-117.90408265264128,Commercial,Masonry,1698933,Low_or_Unzoned
POL-01796,36.49598725034878,-118.75400700726752,Residential,Masonry,374293,Low_or_Unzoned
POL-01797,37.06894527680088,-122.07265322705736,Residential,Masonry,178931,Low_or_Unzoned
